DISTRIBUTION EMPLOYEES BY COUNTRY / GENDER,Men Women,TOTAL
Spain 550 654 UK - 1 Germany 3 3 Italy 3 3 France 1 1 Portugal 1 4,,"1,204 1 6 6 2 5"
TOTAL 558 666,,"1,224"
