,,Finalizado a,31 de diciembre
,Nota,2023,2022
RESULTADO DE LA CUENTA DE PÉRDIDAS Y GANANCIAS,16,12.071,39.116
,,,1.175 10 — 1.553 (388) (1.582) — (2.109) 527
Ingresos y gastos imputados directamente al patrimonio neto,,23,
Diferencias de conversión,11 17 21,(35) — 78 (20),
Activos financieros a valor razonable con cambios en patrimonio neto,,,
"Subvenciones, donaciones y legados recibidos",,,
Efecto impositivo,,,
,,,
Transferencias a la cuenta de pérdidas y ganancias,,(382),
Por variación de instrumentos financieros,,3 (514) 129,
"Subvenciones, donaciones y legados recibidos",17 21,,
Efecto impositivo,,,
,,,
TOTAL DE INGRESOS Y GASTOS RECONOCIDOS,,11.712,38.709
