,Thousand euros,
,2024 2023,
Deferred tax assets,,
– Temporary differences,"1,245","1,235"
,"1,245 1,235",
Deferred tax liabilities,,
– Temporary differences,"(2,834) (4,111)",
,"(2,834) (4,111)",
Net deferred taxes,"(1,589) (2,876)",
