,,,Miles de euros
,2025,,2024
,Fijo Variable,,Fijo Variable
D. Juan López-Belmonte Encina,875 629,,849 616
D. Javier López-Belmonte Encina D. Iván López-Belmonte Encina,295 289 290 288,,
,1.460 1.206,,
