Deuda financiera (Nota 18) Menos: Efectivo y equivalentes al efectivo (Nota 14) Menos: Valores de renta variable (Nota 11) Menos: Depósitos (Notas 9 y 13) Menos: AF a coste amortizado (Notas 8 y 32),2025,2024
,121.821 114.410 (97.976) (27.186) — — (1.948) (1.930) — (227),
Deuda/(Caja) neta,21.897 85.067,
Patrimonio neto,675.455 581.540,
Índice de apalancamiento,"3,2 %","14,6 %"
