,Número de consejeras,,,,,,,
,Ejercicio 2019,,Ejercicio 2018,,Ejercicio 2017,,Ejercicio 2016,
,Número,%,Número,%,Número,%,Número,%
Comisión de Auditoría,1,"33,33",0,"0,00",0,"0,00",0,"0,00"
Comisión de Nombramiento y Retribuciones,1,"33,33",0,"0,00",0,"0,00",0,"0,00"
