,
"March 31, 2024*","Dec 31, 2023"
,
"519,677","539,387"
"3,241","3,241"
"87,636","87,636"
673,673
"(142,331)","(107,676)"
"555,531","385,199"
"14,961","170,335"
(34),(21)
"4,105","4,107"
"523,782","543,494"
,
,
,
"59,628","52,242"
"1,139","1,515"
"1,618","1,431"
"1,250","1,359"
"63,635","56,547"
,
"22,146","13,185"
"106,639","141,895"
"9,722","5,255"
"52,280","39,044"
459,464
"191,246","199,843"
"254,881","256,390"
"778,663","799,884"
