"Alentia Enervit Balance resumido Biotech, S.L. Nutrition, S.L."
Corriente Efectivo y equivalentes al efectivo 97 200 Otros activos corrientes (excluido efectivo) 14 2.581
Total activos corrientes 111 2.781
Pasivos financieros (excluidos proveedores) - Otros pasivos corrientes (incluidos proveedores) (1) (1.515)
Total pasivos corrientes (1) (1.515)
No Corriente
Total activos no corrientes - -
Pasivos financieros (2.200) - Otros pasivos - -
Total pasivos no corrientes (2.200) -
""
ACTIVOS NETOS (2.090) 1.266
