,Nota,A 31 de diciembre de,
,,2016,2015
Flujo de efectivo de las actividades de explotación Beneficios antes de impuestos Ajustes de partidas que no implican movimientos de tesorería: Amortizaciones Ingresos por intereses Correcciones valorativas por deterioro Gastos por intereses Variación neta de provisiones Subvención de inmovilizado no financiero e ingresos por licencias de distribución Resultado por constitución de negocio conjunto Cambios en capital circulante: Clientes y otras cuentas a cobrar Existencias Proveedores y otras cuentas a pagar Otros cobros y pagos: Cobros por licencias de distribución Pago por intereses Flujo de efectivo por impuestos,6 y 7 26 26 10 20,27.882 11.023 (426) 1.864 915 381 (1.847) (4.068) 4.131 (4.940) 13.505 505 - (3.399),20.898 9.975 (837) (2.013) 1.781 470 (638) - 6.508 5.041 (9.276) 110 (645) (1.982)
Flujos netos de efectivo generados (utilizados) en las actividades de explotación,,45.526,29.392
Flujo de efectivo por actividades de inversión Adquisición de activos intangibles Adquisición de inmovilizado material Venta de inmovilizado material Contratación de depósitos bancarios a corto plazo Inversión en negocio conjunto Venta de participaciones de negocio conjunto Intereses cobrados,7 6 6 9 10 10,(8.396) (9.680) 43 - (3) 1.000 738,(3.657) (16.244) 41 (170) - - 776
Flujos netos de efectivo (utilizados) generados en actividades de inversión,,(16.298),(19.254)
Flujo de efectivo por actividades de financiación Pago de deuda financiera Deuda financiera recibida Intereses pagados Compra de acciones propias Reemisión de acciones propias Dividendos pagados,18 16 d) 16 d) 16 c),(10.274) 797 (230) (987) 446 (6.853),(5.671) 11.607 - (6.546) 1.398 (8.346)
Flujos netos de efectivo generados en actividades de financiación,,(17.101),(7.558)
Variación neta de efectivo y equivalentes Efectivo y equivalentes al inicio del periodo,9 y 14,12.127 29.251,2.580 26.671
Efectivo y equivalentes al final del periodo,9 y 14,41.378,29.251
