,Datos de asistencia,,,,
Fecha junta general,% de presencia física,% en representación,% voto a distancia,,Total
,,,Voto electrónico,Otros,
09/06/2015,"72,79%","17,12%","0,00%","0,00%","89,91%"
18/11/2015,"78,10%","12,62%","0,00%","0,00%","90,72%"
31/05/2016,"71,10%","22,40%","0,00%","1,10%","94,60%"
