del 8 al 9 de junio de 2023 del 28 al 30 de junio de 2023,,,
Resultados: 2 No conformidades menores y 13 observaciones.,,Resultados: 1 No Conformidad menor y 17 observaciones.,
San Sebastián de los Reyes,,,
Interna,,Externa,
del 15 al 16 de marzo de 2023,,del 11 al 18 de abril de 2023,
Resultados: 1 No conformidad menor y 18 observaciones.,,Resultados: 2 No conformidades menores y 11 observaciones.,
