,,CURRENT,PREVIOUS
,,PERIOD,PERIOD
,,30/06/2025,30/06/2024
(+) Cash in hand and at bank,0550,38.503,11.134
(+) Other financial assets,0552,,
(-) Less: bank overdrafts repayable on demand,0553,,
TOTAL CASH AND CASH EQUIVALENTS AT END OF PERIOD,0600,38.503,11.134
