organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Other/ae2fd4a437eeb82d__Shanghai Fosun Pharma.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/ae2fd4a437eeb82d__Shanghai Fosun Pharma.xlsx,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/ae2fd4a437eeb82d__Shanghai Fosun Pharma.xlsx,01_FINANCIAL_DATA,Other,178675
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Other/e3d21c1b9b819751__25Entities_Report_08-16-2026095454967.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/e3d21c1b9b819751__25Entities_Report_08-16-2026095454967.xlsx,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/e3d21c1b9b819751__25Entities_Report_08-16-2026095454967.xlsx,01_FINANCIAL_DATA,Other,42126
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Quarterly/54677786a063ff83__Shanghai Fosun Pharma_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/54677786a063ff83__Shanghai Fosun Pharma_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/54677786a063ff83__Shanghai Fosun Pharma_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,57048
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Quarterly/Shanghai Fosun Pharma_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,57048
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Quarterly/Shanghai Fosun Pharma_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,17920
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Quarterly/Shanghai Fosun Pharma_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,3179
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Quarterly/b6d51ff842cfd8f4__Shanghai Fosun Pharma_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/b6d51ff842cfd8f4__Shanghai Fosun Pharma_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/b6d51ff842cfd8f4__Shanghai Fosun Pharma_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,17920
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/01_FINANCIAL_DATA/Quarterly/c91443b2e62ff2f9__Shanghai Fosun Pharma_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/c91443b2e62ff2f9__Shanghai Fosun Pharma_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/c91443b2e62ff2f9__Shanghai Fosun Pharma_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,3179
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Daily/7e76aaa132f4b939__Shanghai_Fosun_Pharma_600196_SS_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/7e76aaa132f4b939__Shanghai_Fosun_Pharma_600196_SS_daily.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/7e76aaa132f4b939__Shanghai_Fosun_Pharma_600196_SS_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,927768
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Daily/Shanghai Fosun Pharma_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_daily.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,411602
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Daily/a0d1004301015562__Shanghai Fosun Pharma_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/a0d1004301015562__Shanghai Fosun Pharma_daily.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/a0d1004301015562__Shanghai Fosun Pharma_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,411602
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Monthly/29bf2aed882b9d54__Shanghai_Fosun_Pharma_600196_SS_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/29bf2aed882b9d54__Shanghai_Fosun_Pharma_600196_SS_monthly_derived.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/29bf2aed882b9d54__Shanghai_Fosun_Pharma_600196_SS_monthly_derived.csv,02_HISTORICAL_MARKET_DATA,Monthly,36640
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Monthly/4edf564084fc03d1__Shanghai Fosun Pharma_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/4edf564084fc03d1__Shanghai Fosun Pharma_monthly_derived.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/4edf564084fc03d1__Shanghai Fosun Pharma_monthly_derived.csv,02_HISTORICAL_MARKET_DATA,Monthly,20347
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Monthly/Shanghai Fosun Pharma_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_monthly_derived.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_monthly_derived.csv,02_HISTORICAL_MARKET_DATA,Monthly,20347
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Weekly/Shanghai Fosun Pharma_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_weekly_derived.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma_weekly_derived.csv,02_HISTORICAL_MARKET_DATA,Weekly,87785
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Weekly/c2a9dcd8d467685e__Shanghai Fosun Pharma_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/c2a9dcd8d467685e__Shanghai Fosun Pharma_weekly_derived.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/c2a9dcd8d467685e__Shanghai Fosun Pharma_weekly_derived.csv,02_HISTORICAL_MARKET_DATA,Weekly,87785
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/02_HISTORICAL_MARKET_DATA/Weekly/f1b8f03431ff0b48__Shanghai_Fosun_Pharma_600196_SS_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/f1b8f03431ff0b48__Shanghai_Fosun_Pharma_600196_SS_weekly_derived.csv,01_EVIDENCE/Non-Indian/Shanghai_Fosun_Pharma/f1b8f03431ff0b48__Shanghai_Fosun_Pharma_600196_SS_weekly_derived.csv,02_HISTORICAL_MARKET_DATA,Weekly,154826
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_balance_annual.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_balance_annual.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_balance_annual.csv,03_OTHER_SOURCE_MATERIAL,Other,14671
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_balance_quarterly.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_balance_quarterly.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_balance_quarterly.csv,03_OTHER_SOURCE_MATERIAL,Other,57048
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_cashflow_annual.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_cashflow_annual.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_cashflow_annual.csv,03_OTHER_SOURCE_MATERIAL,Other,11987
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_cashflow_quarterly_yfinance.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_cashflow_quarterly_yfinance.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_cashflow_quarterly_yfinance.csv,03_OTHER_SOURCE_MATERIAL,Other,3179
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_cashflow_ytd.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_cashflow_ytd.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_cashflow_ytd.csv,03_OTHER_SOURCE_MATERIAL,Other,24858
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_income_annual.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_income_annual.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_income_annual.csv,03_OTHER_SOURCE_MATERIAL,Other,7766
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_income_quarterly.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_income_quarterly.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/financial_income_quarterly.csv,03_OTHER_SOURCE_MATERIAL,Other,17920
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/stock_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/stock_daily.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/stock_daily.csv,03_OTHER_SOURCE_MATERIAL,Other,411602
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/stock_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/stock_monthly_derived.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/stock_monthly_derived.csv,03_OTHER_SOURCE_MATERIAL,Other,20347
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/stock_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/stock_weekly_derived.csv,02_MERGED_DATA/Non-Indian/Shanghai_Fosun_Pharma/stock_weekly_derived.csv,03_OTHER_SOURCE_MATERIAL,Other,87785
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_SOURCE_REPORTS/Reports/25Entities_Report_08-16-2026095454967.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/03_SOURCE_REPORTS/Non-Indian/Shanghai_Fosun_Pharma/25Entities_Report_08-16-2026095454967.xlsx,03_SOURCE_REPORTS/Non-Indian/Shanghai_Fosun_Pharma/25Entities_Report_08-16-2026095454967.xlsx,03_SOURCE_REPORTS,Reports,42126
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_SOURCE_REPORTS/Reports/25Entities_Report_08-16-2026105310760.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/03_SOURCE_REPORTS/Non-Indian/Shanghai_Fosun_Pharma/25Entities_Report_08-16-2026105310760.xlsx,03_SOURCE_REPORTS/Non-Indian/Shanghai_Fosun_Pharma/25Entities_Report_08-16-2026105310760.xlsx,03_SOURCE_REPORTS,Reports,110427
02_NON_INDIAN_COMPANIES/Shanghai_Fosun_Pharma/03_SOURCE_REPORTS/Reports/Shanghai Fosun Pharma.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/03_SOURCE_REPORTS/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma.xlsx,03_SOURCE_REPORTS/Non-Indian/Shanghai_Fosun_Pharma/Shanghai Fosun Pharma.xlsx,03_SOURCE_REPORTS,Reports,178675
