date,Open,High,Low,Close,adjusted_close,Volume,Company,Country,Ticker,__period__,company
2013-12-31,916.5,925.9000244140624,911.0,916.5,851.1141967773438,520076,Lupin,India,LUPIN.NS,2013-12-31,Lupin
2014-12-31,918.5,1497.5,855.4000244140625,1429.199951171875,1335.308471679688,126655483,Lupin,India,LUPIN.NS,2014-12-31,Lupin
2015-12-31,1435.0,2129.0,1365.349975585938,1845.25,1730.897216796875,304909129,Lupin,India,LUPIN.NS,2015-12-31,Lupin
2016-12-31,1830.0,1911.900024414062,1280.0,1486.949951171875,1400.978149414062,326050073,Lupin,India,LUPIN.NS,2016-12-31,Lupin
2017-12-31,1488.0,1573.599975585938,806.25,883.25,837.6796264648438,409494732,Lupin,India,LUPIN.NS,2017-12-31,Lupin
2018-12-31,887.9000244140625,986.0999755859376,723.6500244140625,841.4500122070312,802.9608154296875,585284860,Lupin,India,LUPIN.NS,2018-12-31,Lupin
2019-12-31,842.0,888.6500244140625,646.2999877929688,771.1500244140625,740.640625,394660760,Lupin,India,LUPIN.NS,2019-12-31,Lupin
2020-12-31,773.0,1122.300048828125,504.75,1000.900024414062,967.5665893554688,876669091,Lupin,India,LUPIN.NS,2020-12-31,Lupin
2021-12-31,1009.799987792969,1267.650024414062,853.5,950.75,924.2135620117188,512395534,Lupin,India,LUPIN.NS,2021-12-31,Lupin
2022-12-31,951.0,971.4500122070312,583.0,733.7000122070312,717.6585693359375,335185155,Lupin,India,LUPIN.NS,2022-12-31,Lupin
2023-12-31,734.9000244140625,1346.849975585938,628.0,1312.849975585938,1289.688598632812,271557907,Lupin,India,LUPIN.NS,2023-12-31,Lupin
2024-12-31,1340.0,2373.89990234375,1332.0,2364.89990234375,2333.363525390625,315056585,Lupin,India,LUPIN.NS,2024-12-31,Lupin
2025-12-31,2365.0,2402.89990234375,1795.199951171875,2102.800048828125,2087.662841796875,245827280,Lupin,India,LUPIN.NS,2025-12-31,Lupin
2026-12-31,2103.0,2529.5,2073.60009765625,2225.0,2225.0,159212139,Lupin,India,LUPIN.NS,2026-12-31,Lupin
