Date,Open,High,Low,Close,Volume,Adj_Close,Company,Country,Ticker
2014-01-31,7.55000019073486,8.25,7.40000009536743,7.84999990463256,362579,7.84999990463256,Formycon,Germany,FYB.DE
2014-02-28,7.61999988555908,8.77000045776367,7.5,8.07699966430664,580045,8.07699966430664,Formycon,Germany,FYB.DE
2014-03-31,7.98999977111816,7.98999977111816,6.65000009536743,7.19899988174438,314186,7.19899988174438,Formycon,Germany,FYB.DE
2014-04-30,7.09899997711181,7.64900016784668,6.69999980926513,6.89099979400634,194512,6.89099979400634,Formycon,Germany,FYB.DE
2014-05-31,6.88100004196167,7.29899978637695,6.21999979019165,6.85900020599365,220135,6.85900020599365,Formycon,Germany,FYB.DE
2014-06-30,6.80600023269653,7.01999998092651,6.23000001907348,6.75699996948242,120875,6.75699996948242,Formycon,Germany,FYB.DE
2014-07-31,6.9060001373291,7.13000011444091,6.75299978256225,6.76999998092651,130307,6.76999998092651,Formycon,Germany,FYB.DE
2014-08-31,6.71099996566772,6.92999982833862,6.61999988555908,6.82200002670288,76185,6.82200002670288,Formycon,Germany,FYB.DE
2014-09-30,6.92000007629394,8.48999977111816,6.82000017166137,8.19999980926513,274761,8.19999980926513,Formycon,Germany,FYB.DE
2014-10-31,8.05000019073486,8.1890001296997,7.0,7.69999980926513,237638,7.69999980926513,Formycon,Germany,FYB.DE
2014-11-30,7.69999980926513,11.4499998092651,7.59999990463256,10.9200000762939,567304,10.9200000762939,Formycon,Germany,FYB.DE
2014-12-31,11.1999998092651,11.8249998092651,8.5,10.5850000381469,186120,10.5850000381469,Formycon,Germany,FYB.DE
2015-01-31,10.2799997329711,16.0300006866455,10.1049995422363,15.0249996185302,365989,15.0249996185302,Formycon,Germany,FYB.DE
2015-02-28,14.9700002670288,17.329999923706,14.625,16.5100002288818,222032,16.5100002288818,Formycon,Germany,FYB.DE
2015-03-31,16.6900005340576,27.4850006103515,16.2350006103515,26.9400005340576,1039238,26.9400005340576,Formycon,Germany,FYB.DE
2015-04-30,27.4899997711181,35.0,26.3549995422363,28.5049991607666,817133,28.5049991607666,Formycon,Germany,FYB.DE
2015-05-31,29.2999992370605,30.3950004577636,23.5249996185302,29.0,438788,29.0,Formycon,Germany,FYB.DE
2015-06-30,28.7900009155273,28.7950000762939,22.7000007629394,23.6700000762939,441246,23.6700000762939,Formycon,Germany,FYB.DE
2015-07-31,24.0,29.7849998474121,22.9799995422363,28.3950004577636,304066,28.3950004577636,Formycon,Germany,FYB.DE
2015-08-31,28.6900005340576,29.4500007629394,19.2999992370605,23.9599990844726,340487,23.9599990844726,Formycon,Germany,FYB.DE
2015-09-30,23.75,24.8799991607666,19.9799995422363,22.7999992370605,234718,22.7999992370605,Formycon,Germany,FYB.DE
2015-10-31,23.0,24.8799991607666,21.5400009155273,23.5249996185302,207799,23.5249996185302,Formycon,Germany,FYB.DE
2015-11-30,23.8950004577636,24.25,20.2600002288818,22.6000003814697,171940,22.6000003814697,Formycon,Germany,FYB.DE
2015-12-31,23.0,23.7649993896484,21.0,23.7649993896484,127143,23.7649993896484,Formycon,Germany,FYB.DE
2016-01-31,23.3050003051757,23.4400005340576,17.3999996185302,17.6499996185302,245376,17.6499996185302,Formycon,Germany,FYB.DE
2016-02-29,17.5599994659423,22.5,14.3599996566772,22.2999992370605,315466,22.2999992370605,Formycon,Germany,FYB.DE
