relative_path,size_bytes,sha256
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92b08fe01cfddf64__Rovi_Annual_2024_ES_p269_t04.csv,43,92b08fe01cfddf640ff3b454de108189fbe26a36d57cf8f8c0f7a3ba59db9731
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92bdfb21cdd91085__Rovi_Annual_2020_ENG_p047_t00.csv,209,92bdfb21cdd91085013c035cbac38e83bbef732f7ccde6b2b440eeaec215022d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92c60d9e4562014d__Rovi_Annual_2021_ENG_p152.txt,3176,92c60d9e4562014d946769e9d248f299ececb9495c27320b294c67bc84d03478
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92c78c4a7fa2ba47__Rovi_H1_2025_ENG_p068_t01.csv,1039,92c78c4a7fa2ba47b545ca16e4b4f4a2672ddaef35853297c9a8f6e4528db7a1
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92d7813b4990363b__Rovi_Annual_2023_ES_p201_t00.csv,126,92d7813b4990363b809d77a47e426646f68369b868d44f5e0cc65d23003fb391
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92d8beec6564d61d__Rovi_Annual_2025_ES_p327.txt,4509,92d8beec6564d61d8bd934d61f32704bfbbc75a63d35516515b3bba6b2ec69a7
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92e5db6a04ef165f__Rovi_Annual_2024_ENG_p171_t00.csv,284,92e5db6a04ef165f25cd3f10e9d417c31ee2a8d78d8867f19bd41191c9b8b98d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92e6adb7d5de2cd7__Rovi_Annual_2025_ES_p224.txt,2130,92e6adb7d5de2cd7803e3f352d7ae5e91b9416360ee85591994bf3957073f756
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92eae091b8295b98__Rovi_Annual_2022_ES_p151_t01.csv,217,92eae091b8295b987510723a2d6ad08202c476283c3327341e5bdcaf7936f59d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92eafe3ae271222f__Rovi_Annual_2021_ENG_p059.txt,2539,92eafe3ae271222f076998cee5dc3e4f041fec540c10c95598041f39f169488b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\92f537e0fd5a4ab7__Rovi_Annual_2016_ES_p095_t01.csv,205,92f537e0fd5a4ab7b714764b084f802ac7e6efd424585aa94d63396461bbf98c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93069adb30627253__Rovi_Annual_2020_ENG_p272_t01.csv,49,93069adb306272535160bf7f2518456fcbc45228b35005785ece0a41f1b06fcc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\930bfaa5e515f275__Rovi_Annual_2023_ES_p127_t00.csv,935,930bfaa5e515f275875224a677a3e923497187da5be6111b6a3c5d178137eb7c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\930ece640d7c7c2c__Rovi_Annual_2025_ES_p206_t00.csv,428,930ece640d7c7c2cb648e8cce93fd27bc784554d20d0976906223684f5f68b6d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93203ce48899c590__Rovi_Annual_2024_ES_p034_t01.csv,286,93203ce48899c5909ade52d86544f455787d8b882b4b350435b95dd127ff562e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93213297b42b3e79__Rovi_Annual_2019_ENG_p169_t00.csv,2009,93213297b42b3e79ec89cde400bee845461dce6f4bceb1c8832e7f30db481d46
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\933a0eb1882359dc__Rovi_Annual_2025_ES_p162_t00.csv,2006,933a0eb1882359dc2b5a2c0a87eb1322be0ef7b10406c6979d2d4a9fb7174400
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\935669d2794d9079__Rovi_H1_2025_ENG_p002.txt,2866,935669d2794d9079f03ad8cf68c993d703241a0a250d201476fd2f3ca104aa7c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\935c8dd4b02383bd__Rovi_Annual_2019_ENG_p106_t00.csv,484,935c8dd4b02383bd93a031e191164b6e3a7d232d890278a22c106af721d6c26f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\937515209e8bb88e__Rovi_Annual_2024_ES_p163.txt,2935,937515209e8bb88ef80ae538ab8742a4bf610f04d19bb1ebb8e40343be1e5700
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\937e191b0bd9c598__Rovi_Annual_2024_ENG_p041_t00.csv,35,937e191b0bd9c59816a4c6fd7cfa83273a05f1d68470bb71406ef86797ac3e21
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\938949cae772413d__Rovi_Annual_2024_ENG_p145.txt,2324,938949cae772413d14310a34a364bc434fc9a9d01fc89d11e44364b30e512967
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\938d4c7bf9b3271d__Rovi_Annual_2016_ES_p190.txt,2790,938d4c7bf9b3271de1c570ef0b4e284b4c577f0be03bd9a07fce9c161df6abff
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\938e2b74a632eba0__Rovi_Annual_2016_ES_p038_t01.csv,489,938e2b74a632eba0508cf260dbf6d22a743bf8d0c02f30c704fe3ffeabc31ff0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93a37f66d96e893f__Rovi_Annual_2024_ES_p198_t06.csv,243,93a37f66d96e893fb66e502bfa9ce62a4d61f5d1f452f7cce1b660c8091542eb
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93a3e6328372e8b5__Rovi_Annual_2022_ES_p123.txt,1688,93a3e6328372e8b5b0389e5709aea55398c7fd3c47dc8fc6a634322d26bbcb5e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93a4ca5147b67c77__Rovi_Annual_2023_ES_p242_t02.csv,52,93a4ca5147b67c77e68d30c4bb9d9d14a2734fdeb2b55bef2cbb23df6bd2b33e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93acb3508f5fde04__Rovi_Annual_2018_ENG_p373.txt,2204,93acb3508f5fde0438b2c62db9b052091df6f7e043426094d76de37dc93e20c2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93b682fedc4d300d__Rovi_Annual_2023_ES_p191.txt,3200,93b682fedc4d300d2c787cee7b54cc8bdca012706964a918a07b3b4f41cda388
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93bf9f9517a276fc__Rovi_Annual_2024_ENG_p186_t06.csv,127,93bf9f9517a276fc8d3e342daa82fbb1a40e04a3f3dd20ca122efc6769fc378d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93c0ac3b543d4a4d__Rovi_Annual_2025_ES_p226.txt,1899,93c0ac3b543d4a4d7f6ad6ede55bf5f92b2d430ac07f7f7ac05e094e2583603e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93c16c5e878ac258__Rovi_Annual_2025_ES_p123_t00.csv,2266,93c16c5e878ac2584f5279177786299770b4914308a38406bd281e053c7deec9
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93c8f82d161509ba__Rovi_Annual_2025_ES_p335_t00.csv,405,93c8f82d161509ba64d57fe5c6a1dc95100240cfc375b2320a12f04bf19ecb19
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93d43357a3310750__Rovi_Annual_2024_ES_p250_t00.csv,533,93d43357a3310750d38964c41c6003ca705550c9adec1dae75b72d40c7e683d5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93dbc1b8acf57eae__Rovi_Annual_2018_ENG_p155.txt,1175,93dbc1b8acf57eaee7d5f5a0a83b67bce76f5d724631cdbe254679dedc64e8bc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93e2209a45fc122e__Rovi_Annual_2024_ENG_p263_t06.csv,19,93e2209a45fc122ed88da6cd78769224211436f2d0e9fdc73d558d8462e44d27
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93e95a94bd40b11e__Rovi_Annual_2019_ENG_p093_t00.csv,490,93e95a94bd40b11ea785c4f3c8ad6a7be89dcf1c19c3d5e3d45ba19af2f0d718
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93f14e83ad8fd566__Rovi_Annual_2024_ES_p333.txt,4418,93f14e83ad8fd566d062f2e21b0fd4252c1c38587b8b76a266f2e28fe7e1c356
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93fb0613f6f8259a__Rovi_Annual_2024_ENG_p186_t04.csv,37,93fb0613f6f8259a0ab8fdbaf2aa713c10be8f4717f57e96ed4c299619cf10a9
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\93fe44d95f821c75__Rovi_Annual_2023_ES_p267.txt,5740,93fe44d95f821c751aaa2f1ad9949f3211917bbad5dd5446d946225b17aa4858
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\940108e7fcff9447__Rovi_Annual_2021_ENG_p171.txt,5933,940108e7fcff94471b3ff41287dbef8b118fa41f891a0195fab984a187ce7230
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9413180b16503a5b__Rovi_Annual_2024_ENG_p231_t07.csv,50,9413180b16503a5b53bd16d0a63b5a972739770a9680a28e9424fe5b97e786ee
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\941405ea7467d8e0__Rovi_Annual_2019_ENG_p189.txt,3553,941405ea7467d8e04e18c9375963b319ffd7595aab034554ddab85295e6c5e47
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\941c11392450fe97__Rovi_H1_2024_ENG_p041.txt,3372,941c11392450fe971989ca9c0eb115a3d3cbca54058f94f681310c32c2543338
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\941c3ba61eed02d7__Rovi_Annual_2022_ES_p146.txt,3198,941c3ba61eed02d70302acc9c09fef06974501f17755b789202f16e59893b554
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\941c8ab0a3c7d1ae__Rovi_Annual_2024_ES_p262.txt,2145,941c8ab0a3c7d1aebd9c0a6f10f73e366602e7377ac2a311ca94af9b4868da59
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9423ba0bc39cca87__Rovi_Annual_2017_ENG_p296_t01.csv,844,9423ba0bc39cca87c9af381851c918a75be6257c7c45b59519be3fefd4f99d3f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\943ad1da848ad614__Rovi_Annual_2019_ENG_p050.txt,1786,943ad1da848ad61439b8d6afa78611ddbfcb9ee88822dab0566236e60fe4b36b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\943b310a5f51f37a__Rovi_Annual_2019_ENG_p296.txt,3363,943b310a5f51f37acb4aa0b2fa75231aeb6d10b97be86258e7a46c86eca68f44
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\943cafbf8289cad9__Rovi_Annual_2025_ES_p254.txt,4470,943cafbf8289cad921c5c4984c67a88c4e8900e672a6e1476785925deef0deca
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94426fc617f0669f__Rovi_Annual_2023_ES_p179.txt,1063,94426fc617f0669fa83f1f331d78e5a302f90701cbd9ff699588e729b07529a7
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\944451c1db29dbb6__Rovi_Annual_2024_ES_p350_t01.csv,49,944451c1db29dbb6c1557eebfb93274552b5dd19c568c6087233d1296288b91b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94547fa40792a65d__Rovi_Annual_2018_ENG_p169_t00.csv,1991,94547fa40792a65dc90e74ec2f33e80934ad3c17f64cfceaf6e0a29a062c8c6b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94549348c652636e__Rovi_Annual_2024_ENG_p325.txt,3599,94549348c652636ed4bb224ec40f905596c7d51b5c222e6a4b0661838da5af48
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9456e085b95601e9__Rovi_Annual_2024_ENG_p038_t01.csv,279,9456e085b95601e99f83e262941fc6898ca8e27a675a953f0e3ad9349b5f2216
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\945c942f24674772__Rovi_Annual_2020_ENG_p061.txt,2199,945c942f246747726ce5573e56f2ce40c769b7a9203620c6bb9731e97ab2564d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9469afdbe1530fef__Rovi_Annual_2024_ENG_p322.txt,5035,9469afdbe1530fef883115fca5728f0948219de4f299840c0a1474b0bd8bbd87
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9479453e5ae6e581__Rovi_Annual_2024_ENG_p323.txt,4864,9479453e5ae6e581ed4d934ba7c9fa5bb54b779ea9e0d7a169641c5ee91d9afe
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\947fd09c722e6052__Rovi_H1_2025_ENG_p032_t03.csv,165,947fd09c722e605281fc6532a5d8abe33d5c392d61629ce63bb8ae8cc565d566
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\948118795205b29c__Rovi_Annual_2024_ES_p286.txt,4204,948118795205b29cd33be0a752ff5f59a0a7f727d5ecd4e38dd5e52ce5c38f75
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9485af353cb7ed45__Rovi_Annual_2022_ES_p111.txt,4179,9485af353cb7ed457b1d3c13f4ba884240b864f3b82410d04e67810e83b333e2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9496c7ed10d8633f__Rovi_Annual_2019_ENG_p069.txt,2051,9496c7ed10d8633ff74e6248062db97f747c24ae7c389224ee5804d769c1a10e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94993024aa268544__Rovi_Annual_2020_ENG_p110_t00.csv,203,94993024aa268544a8eac205815d6388c76019608b8264ba1310b25964c8c1e3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\949e09314305f6ad__Rovi_Annual_2024_ENG_p246.txt,2092,949e09314305f6aded0fef37fb4cd4a8552e5c47843d204975bbf253b87cf975
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94a81e4b217bc728__Rovi_Annual_2021_ENG_p155.txt,2996,94a81e4b217bc7285f38b7c666bbd8d5fe1b62efc4ec2f8d984c49dd68009c72
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94ab39005657b48e__Rovi_Annual_2023_ES_p190_t00.csv,277,94ab39005657b48ea0defa101720ea5404440a693b4bd5afff28de84a675fe07
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94c1a8b06b1dd35f__Rovi_Annual_2016_ES_p267.txt,2492,94c1a8b06b1dd35f39e4fe546bcdd8b3529fd6dca0f6ae0390a62f70fcb742f0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94c3a8de16b482dc__Rovi_Annual_2021_ENG_p164_t00.csv,1335,94c3a8de16b482dc0ee20cbcdf4857d38a072dc834fcc95d0bf7e7bd64a3b64d
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94c4953b18c7baef__Rovi_Annual_2017_ENG_p276.txt,1307,94c4953b18c7baef029807034a49876b1fb67538a956575e8fc9fab73ec4cd8f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94c7954a3080d02a__Rovi_Annual_2023_ES_p376.txt,1589,94c7954a3080d02abf3b56410d63ab7e9479ccfccda89430fa7f574e3222de19
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94dbf50d45ca94cf__Rovi_Annual_2022_ES_p060_t00.csv,1045,94dbf50d45ca94cf959571b6a8840ed6e44804bfd62d0a0b15640f4005ec5c5a
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94ea07561170fb01__Rovi_Annual_2021_ENG_p168.txt,4516,94ea07561170fb011e48b850e594ae51f649d9c347ad9f800c8f2f66b706abf8
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\94ea782e9ff045c2__Rovi_Annual_2024_ES_p262_t00.csv,1838,94ea782e9ff045c270b17602c3f622d9503cd0c005896c9c2eab496a97af3600
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\950575fbca0b0b4b__Rovi_Annual_2024_ES_p284_t05.csv,166,950575fbca0b0b4bcffa8d4d42f6fc91ff7a3bede3412ab145f172b8c4d4bc5f
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95234937122d9f66__Rovi_Annual_2024_ES_p107.txt,4138,95234937122d9f66a6ae8b20098c38759a85eb4793d7b723661def23ac853b10
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95305cee1929a23d__Rovi_Annual_2024_ES_p244_t05.csv,44,95305cee1929a23d5cd28abae442c7793930e633b357e39a6de78840ea9d8736
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\953094efa617142c__Rovi_Annual_2019_ENG_p227.txt,2529,953094efa617142c0401ccb6b7eedb9da49077932466a7524ae84075f5238de3
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9531188119d5c916__Rovi_Annual_2023_ES_p083.txt,1813,9531188119d5c9163282c3e4131e34d700c6895a484d0ea7ace98798ce65e9b2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9547d33562a5fbec__Rovi_Annual_2025_ES_p265.txt,3422,9547d33562a5fbec5a35663ea937cbcfe1513c3b2e0bcec4ff94ffc43282327c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\954d967071c914b0__Rovi_Annual_2022_ES_p042_t00.csv,46,954d967071c914b01638f0947ebb4f569061aca3fece6794a11856b48eec6a50
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\954f5e7f944a494d__Rovi_Annual_2023_ES_p152.txt,3567,954f5e7f944a494dae26ddb4d0fd557fa10bf96c882c3a0e19f93e4dab500dd5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\955ed3be6fd0b70a__Rovi_Annual_2022_ES_p126_t02.csv,123,955ed3be6fd0b70a029b7721b7cdfe76234121fa140eb654edddad9b186fe110
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\956accf0dfbdc3cf__Rovi_Annual_2025_ES_p334.txt,4450,956accf0dfbdc3cfc1fd433b24839fbaac4c9bfed1e9ac8e537c9e27e4413103
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95761ab5e7390b03__Rovi_Annual_2024_ES_p244_t00.csv,151,95761ab5e7390b03bb4990cf0c43c0114dc16caaca93e0133854ea39e7921050
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9576f66ac92bd171__Rovi_Annual_2024_ES_p339.txt,4625,9576f66ac92bd171ee17eb96a200e98c814f8b40ae49ada7ed12d924cce29b88
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\957701cd913dbcf3__Rovi_Annual_2024_ES_p035.txt,2742,957701cd913dbcf3978c2add2c0ea27b3d10c06b4ff14c993cbae825df645ff2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\958b4b72153683f3__Rovi_Annual_2023_ES_p095_t00.csv,538,958b4b72153683f3688d2b7beb6ea06663c7291455a7504680a39bf4785d10f0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95931539a041b36d__Rovi_Annual_2018_ENG_p169.txt,2390,95931539a041b36dee1fbe7e02e1824a4382be2d2038c27c1724caa83fae1625
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\959359d5ef0107dd__Rovi_Annual_2025_ES_p330.txt,4165,959359d5ef0107dd3e454614e81e7e373ffe72051bdba4948ed95602dbd7e127
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\959a4459c2f70e90__Rovi_Annual_2024_ENG_p141_t02.csv,388,959a4459c2f70e90853a44cfdf7a1903dee95ff98899652b48d49cca0dbc4e98
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95a5a2d8dd84a55d__Rovi_H1_2024_PressRelease_ENG_p009.txt,2494,95a5a2d8dd84a55d32dd6d9e36002fb258c986a87cf275d3e8c0f54205239675
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95aa3242d9cdb2f4__Rovi_Annual_2019_ENG_p113_t02.csv,68,95aa3242d9cdb2f4706b85069d952884adca2f295d755d21ee5a125c459265d0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95ad1f2f1e42265f__Rovi_Annual_2017_ENG_p030.txt,3864,95ad1f2f1e42265f3b3d349d3465b3a45adb38af01ea71d565635d3e20aacfcc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95b0750df1278d3e__Rovi_Annual_2024_ENG_p149.txt,3485,95b0750df1278d3e5096bc0d2de526be4c76113f56abc7677b859c74aaabe67c
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95bedd9c2aa5534c__Rovi_Annual_2016_ES_p008_t00.csv,1424,95bedd9c2aa5534ceffd102ebb8df867dbd31b336d85d4437073dbd03e275e40
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95c6c92ec4259f2c__Rovi_Annual_2022_ES_p158.txt,5048,95c6c92ec4259f2c506ab788129a10e48404705e6b5810599df947ad80040554
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95d0c99aeefadb6b__Rovi_Annual_2016_ES_p162_t01.csv,151,95d0c99aeefadb6b46fa478d06ac5de79735e890374205866c72c44000a9a068
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95d458580fbc939d__Rovi_Annual_2025_ES_p230.txt,1825,95d458580fbc939d672314c71c7fd6635e12cba9769a906543cd3e7d0fc70428
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95d968a012ab36e6__Rovi_Annual_2023_ES_p303.txt,2220,95d968a012ab36e6dec58e9eae41b71d594c021cfe55ae8aed47079cdbac5283
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95d9a36e4869c426__Rovi_Annual_2018_ENG_p056_t00.csv,311,95d9a36e4869c426f01a3fb08c603c9ec12bec49c5cbca8bff2451dfb060a8b5
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95dddcf3a24492bb__Rovi_Annual_2024_ES_p256.txt,4557,95dddcf3a24492bbbf49ee5a2f10fd3b599549533897503690deb46cb3804fe2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95f347c4b09c658e__Rovi_Annual_2021_ENG_p145_t01.csv,405,95f347c4b09c658e7b21ba4bc174c187dbd30aab155c940cc2343a4e3a1f1161
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\95f5cfe3e770137f__Rovi_Annual_2017_ENG_p193.txt,1876,95f5cfe3e770137f075e801438d99229e4a65acf8c89bb8c3d152971fdd71415
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9616e56027599743__Rovi_Annual_2021_ENG_p200.txt,1146,9616e5602759974361572acf8c14528d7815734d96e1edc73157ed4b22c5b8cf
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\961f42e69f9207d2__Rovi_Annual_2024_ES_p026.txt,4942,961f42e69f9207d256e5e17a614097ccfb69674528981da628b328881d695753
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\962839f9b055fc96__Rovi_Annual_2024_ENG_p275_t03.csv,21,962839f9b055fc96f00cccd48a9c2ee4448eb1d4429bf6bbdae1ef1d9102621e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\962c191a00323bad__Rovi_Annual_2022_ES_p146_t00.csv,202,962c191a00323bad00f9d118e2d1b2331cfff8c4b00cbb4e4d8ec55a515f942b
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\963c35d9f6d095d5__Rovi_Annual_2017_ENG_p207.txt,3336,963c35d9f6d095d5b8d66deac507b5400bf3ab670b2e3756ff1492554a6eec29
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\963e1edfbbb16706__Rovi_Annual_2025_ES_p108_t00.csv,1731,963e1edfbbb167064817d545733956b25cbd4ea376ccc8ed278190f323481882
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9640760da1b53430__Rovi_Annual_2016_ES_p099.txt,6361,9640760da1b534301e725b0286284f5724082b2b373ede5703891f5fecafb7e0
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96480ba6be67180a__Rovi_Annual_2023_ES_p290_t01.csv,62,96480ba6be67180af5437812f72c3f705e5529f98ce18b044ec4c73fadc15562
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9650d0950f5cc395__Rovi_Annual_2025_ES_p287_t00.csv,164,9650d0950f5cc395bde3524d25f35e3e37ab60868dd63102f79df6b8141cdf0e
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\965d4745da2910d9__Rovi_Annual_2022_ES_p140_t00.csv,520,965d4745da2910d900020c2857baab3b295f4c5fc6bfaa932710911f4ef48889
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\967404418085794a__Rovi_Annual_2025_ES_p211.txt,3430,967404418085794aea28e76a1c918f9c903ab1a5a0d28d18408ed37d41804e07
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\967b2f72f18a91b0__Rovi_Annual_2021_ENG_p061_t00.csv,754,967b2f72f18a91b0bc1ba7d68e57ac818080d7aae76651a18c2d2bb9daecd123
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\967c59c83674b5b0__Rovi_Annual_2019_ENG_p297.txt,385,967c59c83674b5b00ef8751c54675d01263c89bc4957e988f36fa64548937eb9
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\9680de385e520dfa__Rovi_Annual_2019_ENG_p115.txt,4329,9680de385e520dfa4ff339443a6c3b01e1ca8efb386d6f99636e485d34d8d176
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\968ab3ae7d485c3d__Rovi_Annual_2022_ES_p135_t02.csv,338,968ab3ae7d485c3dd763ddd7d36a801b044a777512b044bd061a37f5be7307a2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\968df041c095cc75__Rovi_Annual_2024_ES_p196_t09.csv,299,968df041c095cc7525216c5ef3bed7eafb82054b25fe584964dd01f4999ecdbc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96ae6b4b81a625f0__Rovi_Annual_2025_ES_p297.txt,4516,96ae6b4b81a625f05cde273d111790b88b6070e2a50ea73443e1e38e459be8d6
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96ba6b5999202de4__Rovi_Annual_2024_ENG_p029_t00.csv,356,96ba6b5999202de4c515e6d022f98ab9860bbe51d9e903ca366c937159b70aee
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96bab12bf7a1f526__Rovi_Annual_2019_ENG_p263.txt,2445,96bab12bf7a1f526a8aacac03dd9b6170359845671e415dd855515c311d460b4
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96bbb37f18da522d__Rovi_Annual_2025_ES_p322.txt,4403,96bbb37f18da522d5d4ad3e9d355273164d70995a353c1a510139661f1f39e12
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96bc3210c085d254__Rovi_Annual_2025_ES_p121.txt,4239,96bc3210c085d254cadb20416f92dabe1eadd0777077a6ab3feb07a7012a7601
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96cd2c8f0355c481__Rovi_Annual_2025_ES_p289_t02.csv,184,96cd2c8f0355c481a8b9f5098c8bd1a51c2543e3eb601fe4da9635c4c0411b46
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96cdc173cce09bf0__Rovi_Annual_2021_ENG_p140.txt,2959,96cdc173cce09bf076382dec4dd3ef88edacabc780463b97c13f2a4f48da90cc
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96d74541c9ddf08a__Rovi_Annual_2025_ES_p293.txt,2463,96d74541c9ddf08a71fd3a39d86e8cbc6ff6cb8464b11166a0eb0cbb39b395d2
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96dd47a3835b21ce__Rovi_Annual_2025_ES_p135.txt,4566,96dd47a3835b21cedf7d9849f17d2dcf195ad457d0329d6f1c76d6d681816892
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96de56aa9681ad0c__Rovi_Annual_2019_ENG_p370.txt,1387,96de56aa9681ad0c661d8dd56f7e315d0e9644c9c768fcad84fef96edcfb2691
01_EVIDENCE\Non-Indian\Laboratorios_Rovi\96f81a8c3e1a4868__Rovi_Annual_2018_ENG_p198_t06.csv,215,96f81a8c3e1a4868432d07ce91f49553a7211d1a70ec3120535d76d830e24a45
