fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,__period__,company,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
2015-09-30,USD,48625000000.0,12500000000.0,928000000.0,928000000.0,4092000000.0,5275000000.0,36125000000.0,6422000000.0,,8060000000.0,8060000000.0,19174000000.0,,,11000000.0,2205000000.0,,25725000000.0,12978000000.0,2964000000.0,,,2148000000.0,12747000000.0,,9516000000.0,,,11664000000.0,7866000000.0,,22739000000.0,-4252000000.0,14657000000.0,50000000.0,862000000.0,2015-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,USD,50371000000.0,13299000000.0,1068000000.0,1068000000.0,4226000000.0,5568000000.0,37072000000.0,6427000000.0,,8215000000.0,8215000000.0,19257000000.0,,,,2437000000.0,,27286000000.0,14473000000.0,2976000000.0,,,3022000000.0,12813000000.0,,9496000000.0,,,12518000000.0,8475000000.0,,23038000000.0,-4282000000.0,14839000000.0,50000000.0,859000000.0,2015-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,USD,46951000000.0,15711000000.0,3396000000.0,3396000000.0,4174000000.0,5508000000.0,31240000000.0,6349000000.0,,5243000000.0,5243000000.0,17936000000.0,,,,2633000000.0,,24274000000.0,12467000000.0,3036000000.0,,,1626000000.0,11807000000.0,,9391000000.0,,,11017000000.0,7805000000.0,,22636000000.0,-4315000000.0,14589000000.0,50000000.0,859000000.0,2015-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,USD,46420000000.0,14396000000.0,2226000000.0,2226000000.0,4371000000.0,5408000000.0,32024000000.0,6535000000.0,,5512000000.0,5512000000.0,18408000000.0,,176000000.0,73000000.0,2391000000.0,,23065000000.0,12289000000.0,3171000000.0,,,-5351000000.0,10776000000.0,,8566000000.0,1715000000.0,,10327000000.0,6364000000.0,,23313000000.0,-3951000000.0,14436000000.0,50000000.0,861000000.0,2014-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,USD,46608000000.0,13922000000.0,1473000000.0,1473000000.0,4591000000.0,5410000000.0,32686000000.0,6551000000.0,,5936000000.0,5936000000.0,18720000000.0,,,73000000.0,2448000000.0,,22938000000.0,11669000000.0,2894000000.0,,,1832000000.0,11269000000.0,,8818000000.0,,,10650000000.0,6943000000.0,,23633000000.0,-3511000000.0,14017000000.0,50000000.0,861000000.0,2014-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,USD,46734000000.0,13546000000.0,949000000.0,949000000.0,4940000000.0,5389000000.0,33188000000.0,6709000000.0,,6062000000.0,6062000000.0,18948000000.0,,,,2268000000.0,,23145000000.0,11854000000.0,3026000000.0,,,2048000000.0,11291000000.0,,9122000000.0,,,11170000000.0,6780000000.0,,23540000000.0,-3515000000.0,13436000000.0,50000000.0,857000000.0,2014-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,USD,46892000000.0,13448000000.0,901000000.0,901000000.0,4976000000.0,5275000000.0,33444000000.0,6665000000.0,,6330000000.0,6330000000.0,18979000000.0,,,,2296000000.0,,23862000000.0,11402000000.0,3143000000.0,,,1552000000.0,12460000000.0,,10244000000.0,,,11796000000.0,6707000000.0,,22967000000.0,-3542000000.0,12986000000.0,50000000.0,852000000.0,2014-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,USD,47508000000.0,13720000000.0,1038000000.0,1038000000.0,5053000000.0,5338000000.0,33788000000.0,6635000000.0,,6476000000.0,6476000000.0,18981000000.0,,179000000.0,28000000.0,2291000000.0,,24872000000.0,11965000000.0,3317000000.0,,,-4603000000.0,12907000000.0,,10387000000.0,12191000000.0,,12191000000.0,5760000000.0,,22565000000.0,-3557000000.0,12535000000.0,50000000.0,848000000.0,2013-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,USD,47850000000.0,13906000000.0,1148000000.0,1148000000.0,5244000000.0,5191000000.0,33944000000.0,6501000000.0,,7004000000.0,7004000000.0,18907000000.0,,,1000000.0,2322000000.0,,25462000000.0,12160000000.0,3049000000.0,,,2537000000.0,13302000000.0,,10061000000.0,,,12597000000.0,6574000000.0,,22308000000.0,-3568000000.0,12432000000.0,50000000.0,846000000.0,2013-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,USD,47503000000.0,14091000000.0,1245000000.0,1245000000.0,5326000000.0,5305000000.0,33412000000.0,6360000000.0,,7064000000.0,7064000000.0,18589000000.0,,,3000000.0,2212000000.0,,25893000000.0,12835000000.0,3107000000.0,,,2536000000.0,13058000000.0,,9925000000.0,,,12459000000.0,7192000000.0,,21515000000.0,-3576000000.0,11987000000.0,50000000.0,849000000.0,2013-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,USD,48069000000.0,14416000000.0,1394000000.0,1394000000.0,5385000000.0,5416000000.0,33653000000.0,6291000000.0,,7331000000.0,7331000000.0,18646000000.0,,,,2221000000.0,,25255000000.0,12356000000.0,3144000000.0,,,2720000000.0,12899000000.0,,9938000000.0,,,12658000000.0,6492000000.0,,22714000000.0,-3280000000.0,12708000000.0,50000000.0,856000000.0,2013-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,USD,50609000000.0,16355000000.0,2879000000.0,2879000000.0,5502000000.0,5572000000.0,34254000000.0,6315000000.0,,7745000000.0,7745000000.0,18856000000.0,,,4000000.0,2402000000.0,,27742000000.0,12888000000.0,3376000000.0,,,3006000000.0,14854000000.0,,11712000000.0,,,14718000000.0,5364000000.0,,22768000000.0,-3085000000.0,12346000000.0,50000000.0,856000000.0,2012-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,USD,49580000000.0,14983000000.0,1432000000.0,1432000000.0,5461000000.0,5782000000.0,34597000000.0,6281000000.0,,8295000000.0,8295000000.0,18665000000.0,,,,2308000000.0,,26508000000.0,10625000000.0,3097000000.0,,,1102000000.0,15883000000.0,,12688000000.0,,,13790000000.0,6426000000.0,,22934000000.0,-2593000000.0,12250000000.0,50000000.0,869000000.0,2012-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,USD,48881000000.0,14225000000.0,1188000000.0,1188000000.0,5293000000.0,5430000000.0,34656000000.0,6082000000.0,,8978000000.0,8978000000.0,18369000000.0,,,,2314000000.0,,25988000000.0,10005000000.0,3097000000.0,,,1420000000.0,15983000000.0,,12625000000.0,,,14045000000.0,8585000000.0,,22751000000.0,-2589000000.0,12542000000.0,50000000.0,873000000.0,2012-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,USD,50470000000.0,14967000000.0,1062000000.0,1062000000.0,5332000000.0,6056000000.0,35503000000.0,6083000000.0,,9500000000.0,9500000000.0,18713000000.0,,,,2517000000.0,,27270000000.0,13627000000.0,3199000000.0,,,4365000000.0,13643000000.0,,10157000000.0,,,14522000000.0,9262000000.0,,23051000000.0,-2455000000.0,11910000000.0,50000000.0,882000000.0,2012-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,USD,50142000000.0,14453000000.0,1096000000.0,1096000000.0,5012000000.0,6213000000.0,35689000000.0,5947000000.0,,10316000000.0,10316000000.0,18293000000.0,,,,2132000000.0,,27799000000.0,13847000000.0,6213000000.0,,,3749000000.0,13952000000.0,,10236000000.0,,,14516000000.0,1275000000.0,,22195000000.0,-1924000000.0,11284000000.0,50000000.0,882000000.0,2011-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,USD,41278000000.0,13018000000.0,1085000000.0,1085000000.0,4670000000.0,5605000000.0,28260000000.0,5560000000.0,,6248000000.0,6248000000.0,15787000000.0,,,38000000.0,1620000000.0,,18339000000.0,11480000000.0,2743000000.0,,,3814000000.0,6859000000.0,,4365000000.0,,,8179000000.0,7666000000.0,,22863000000.0,-1772000000.0,10968000000.0,50000000.0,890000000.0,2011-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,USD,40157000000.0,12598000000.0,1139000000.0,1139000000.0,4458000000.0,5469000000.0,27559000000.0,4815000000.0,,6080000000.0,6080000000.0,15926000000.0,,,18000000.0,1514000000.0,,16409000000.0,10046000000.0,2678000000.0,,,2458000000.0,6363000000.0,,3920000000.0,,,6378000000.0,7588000000.0,,23685000000.0,-1518000000.0,10256000000.0,50000000.0,896000000.0,2011-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,USD,39253000000.0,12052000000.0,721000000.0,721000000.0,4225000000.0,5576000000.0,27201000000.0,4591000000.0,,6112000000.0,6112000000.0,15800000000.0,,,27000000.0,1503000000.0,,16120000000.0,8885000000.0,2370000000.0,,,1877000000.0,7235000000.0,,4877000000.0,,,6754000000.0,7008000000.0,,23073000000.0,-1423000000.0,9882000000.0,49000000.0,902000000.0,2011-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,USD,38152000000.0,12042000000.0,1248000000.0,1248000000.0,3866000000.0,5476000000.0,26110000000.0,4357000000.0,,5751000000.0,5751000000.0,15232000000.0,,,36000000.0,1416000000.0,,16150000000.0,9694000000.0,5476000000.0,,,1432000000.0,6456000000.0,,4110000000.0,,,6881000000.0,1438000000.0,,21947000000.0,-1023000000.0,9325000000.0,49000000.0,902000000.0,2010-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,USD,39036000000.0,11859000000.0,935000000.0,935000000.0,3862000000.0,5228000000.0,27177000000.0,4228000000.0,,5881000000.0,5881000000.0,15569000000.0,,,21000000.0,1813000000.0,,17330000000.0,9323000000.0,2514000000.0,,,2408000000.0,8007000000.0,,4740000000.0,,,7148000000.0,6915000000.0,,21668000000.0,-924000000.0,8726000000.0,49000000.0,921000000.0,2010-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,USD,35185000000.0,14443000000.0,4854000000.0,4854000000.0,3078000000.0,4985000000.0,20742000000.0,3622000000.0,,3639000000.0,3639000000.0,12223000000.0,,,24000000.0,1502000000.0,,15822000000.0,8182000000.0,2647000000.0,,,1946000000.0,7640000000.0,,5071000000.0,,,7017000000.0,6236000000.0,,19328000000.0,-924000000.0,7843000000.0,49000000.0,921000000.0,2010-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,USD,34051000000.0,12611000000.0,2356000000.0,2356000000.0,3244000000.0,5136000000.0,21440000000.0,3737000000.0,,3872000000.0,3872000000.0,12563000000.0,,,337000000.0,1538000000.0,,14368000000.0,8343000000.0,2671000000.0,,,1974000000.0,6025000000.0,,3463000000.0,,,6112000000.0,6369000000.0,,19650000000.0,-924000000.0,7843000000.0,49000000.0,921000000.0,2010-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,USD,33810000000.0,12141000000.0,1995000000.0,1995000000.0,3332000000.0,5019000000.0,21669000000.0,3766000000.0,,4053000000.0,4053000000.0,12674000000.0,,,253000000.0,3084000000.0,,14551000000.0,7602000000.0,5019000000.0,,,1301000000.0,6949000000.0,,4311000000.0,,,5612000000.0,-459000000.0,,19222000000.0,-924000000.0,6662000000.0,49000000.0,921000000.0,2009-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,USD,33295000000.0,11459000000.0,1598000000.0,1598000000.0,3449000000.0,4689000000.0,21836000000.0,3861000000.0,,4232000000.0,4232000000.0,12725000000.0,,,180000000.0,1543000000.0,,13994000000.0,7234000000.0,2189000000.0,,,1476000000.0,6760000000.0,,4302000000.0,,,6447000000.0,3569000000.0,,19264000000.0,-924000000.0,6662000000.0,49000000.0,915000000.0,2009-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,USD,32251000000.0,11035000000.0,1761000000.0,1761000000.0,3496000000.0,4376000000.0,21216000000.0,3726000000.0,,4349000000.0,4349000000.0,12218000000.0,,,42000000.0,1360000000.0,,14401000000.0,7240000000.0,2129000000.0,,,2028000000.0,7161000000.0,,4718000000.0,,,7401000000.0,3083000000.0,,17815000000.0,-924000000.0,5902000000.0,49000000.0,895000000.0,2009-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,USD,32243000000.0,11140000000.0,2350000000.0,2350000000.0,3211000000.0,4134000000.0,21103000000.0,3493000000.0,,4364000000.0,4364000000.0,12309000000.0,,,50000000.0,1395000000.0,,16106000000.0,8570000000.0,2060000000.0,,,3356000000.0,7536000000.0,,5063000000.0,,,9058000000.0,3154000000.0,,16137000000.0,-924000000.0,5515000000.0,48000000.0,894000000.0,2009-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,USD,32904000000.0,11426000000.0,1854000000.0,1854000000.0,3396000000.0,4653000000.0,21478000000.0,3699000000.0,,4581000000.0,4581000000.0,12297000000.0,,,53000000.0,1470000000.0,,16544000000.0,8481000000.0,4653000000.0,,,2906000000.0,8063000000.0,,5537000000.0,,,8443000000.0,301000000.0,,16300000000.0,-924000000.0,5288000000.0,48000000.0,894000000.0,2008-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,USD,24967000000.0,10951000000.0,2854000000.0,2854000000.0,2872000000.0,3916000000.0,14016000000.0,2741000000.0,,1956000000.0,1956000000.0,8414000000.0,,,401000000.0,908000000.0,,10090000000.0,4982000000.0,1590000000.0,,,744000000.0,5108000000.0,,3916000000.0,,,4660000000.0,2648000000.0,,14843000000.0,-924000000.0,6066000000.0,46000000.0,837000000.0,2008-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,USD,25020000000.0,10823000000.0,2484000000.0,2484000000.0,2907000000.0,3784000000.0,14197000000.0,577000000.0,,1917000000.0,1917000000.0,8670000000.0,,,803000000.0,845000000.0,,9904000000.0,5457000000.0,1505000000.0,,,1429000000.0,4447000000.0,,3321000000.0,,,4750000000.0,2523000000.0,,15075000000.0,-924000000.0,5526000000.0,46000000.0,836000000.0,2008-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,USD,24632000000.0,10492000000.0,2509000000.0,2509000000.0,2644000000.0,3600000000.0,14140000000.0,2638000000.0,,1955000000.0,1955000000.0,8676000000.0,,,693000000.0,1046000000.0,,10198000000.0,5751000000.0,1361000000.0,,,2032000000.0,4447000000.0,,3348000000.0,,,5380000000.0,2358000000.0,,14396000000.0,-982000000.0,5093000000.0,46000000.0,817000000.0,2008-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,USD,23412000000.0,9859000000.0,1488000000.0,1488000000.0,2440000000.0,3546000000.0,13553000000.0,2515000000.0,,1919000000.0,1919000000.0,8407000000.0,,,1387000000.0,998000000.0,,9652000000.0,5371000000.0,1383000000.0,,,1841000000.0,4281000000.0,,3347000000.0,,,5188000000.0,2147000000.0,,13724000000.0,-982000000.0,5041000000.0,46000000.0,817000000.0,2007-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,USD,22495000000.0,9132000000.0,1508000000.0,1508000000.0,2298000000.0,3277000000.0,13363000000.0,2426000000.0,,1927000000.0,1927000000.0,8293000000.0,,,1149000000.0,900000000.0,,9538000000.0,5218000000.0,3266000000.0,,,1952000000.0,4320000000.0,,3358000000.0,,,5310000000.0,2147000000.0,,12919000000.0,-982000000.0,4550000000.0,46000000.0,832000000.0,2007-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,USD,21746000000.0,8672000000.0,1618000000.0,1618000000.0,2147000000.0,3051000000.0,13074000000.0,2341000000.0,,1901000000.0,1901000000.0,8101000000.0,,,1046000000.0,810000000.0,,9651000000.0,4737000000.0,3213000000.0,,,1524000000.0,4914000000.0,,3981000000.0,,,5505000000.0,,,12058000000.0,-982000000.0,4099000000.0,46000000.0,828000000.0,2007-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,USD,21027000000.0,8021000000.0,1176000000.0,1176000000.0,2084000000.0,2772000000.0,13006000000.0,2288000000.0,,1958000000.0,1958000000.0,8074000000.0,,,1167000000.0,822000000.0,,9603000000.0,4641000000.0,3120000000.0,,,1521000000.0,4962000000.0,,4006000000.0,,,5527000000.0,,,11388000000.0,-982000000.0,3668000000.0,46000000.0,827000000.0,2007-03-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,USD,20471000000.0,7640000000.0,1332000000.0,1332000000.0,1879000000.0,2922000000.0,12831000000.0,2193000000.0,,1987000000.0,1987000000.0,8038000000.0,,,712000000.0,795000000.0,,9294000000.0,4071000000.0,2557000000.0,,,742000000.0,5223000000.0,,4585000000.0,,,5327000000.0,772000000.0,,11142000000.0,-830000000.0,3398000000.0,46000000.0,827000000.0,2006-12-31,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,USD,20005600000.0,7241500000.0,833500000.0,833500000.0,1867600000.0,3698400000.0,12764100000.0,2137300000.0,,2009000000.0,2009000000.0,7849600000.0,,,842000000.0,795000000.0,,9392100000.0,3944200000.0,3207000000.0,,,737200000.0,5447900000.0,,4670500000.0,,,5407700000.0,772000000.0,,10578500000.0,-615000000.0,2997900000.0,45700000.0,833500000.0,2006-09-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,USD,19368900000.0,6666500000.0,863100000.0,863100000.0,1772100000.0,3583700000.0,12702400000.0,2119500000.0,,2049300000.0,2049300000.0,7882800000.0,,,447600000.0,,,9434200000.0,3993800000.0,2937900000.0,,,1055900000.0,5440400000.0,,4585500000.0,,,5641400000.0,,,9901300000.0,-617100000.0,2450000000.0,45600000.0,833900000.0,2006-06-30,Teva Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-30,Teva Pharmaceutical,411000000.0,,,,,241000000.0,104000000.0,,,,-491000000.0,-1000000.0,,,,,,,,,,,,,40000000.0,,,-575000000.0,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,Teva Pharmaceutical,-40000000.0,,,,,239000000.0,168000000.0,,,,229000000.0,13000000.0,,,,,,,,,,,,,43000000.0,,,369000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-31,Teva Pharmaceutical,1158000000.0,,,,,260000000.0,142000000.0,,,,165000000.0,40000000.0,,,,,,,,,,,,,51000000.0,,,481000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-30,Teva Pharmaceutical,369000000.0,,,,,249000000.0,136000000.0,,,,135000000.0,-453000000.0,,,,,,,,,,,,,34000000.0,,,434000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-30,Teva Pharmaceutical,227000000.0,,,,,251000000.0,96000000.0,,,,236000000.0,6000000.0,,,,,,,,,,,,,38000000.0,,,283000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-31,Teva Pharmaceutical,-105000000.0,,,,,244000000.0,127000000.0,,,,201000000.0,-1744000000.0,,,,,,,,,,,,,34000000.0,,,220000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31,Teva Pharmaceutical,575000000.0,,,,,269000000.0,129000000.0,,,,202000000.0,-674000000.0,,,,,,,,,,,,,34000000.0,,,-275000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-30,Teva Pharmaceutical,693000000.0,,,,,259000000.0,148000000.0,,,,268000000.0,0.0,,,,,,,,,,,,,29000000.0,,,-390000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30,Teva Pharmaceutical,103000000.0,,,,,259000000.0,97000000.0,,,,178000000.0,-966000000.0,,,,,,,,,,,,,32000000.0,,,-874000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-31,Teva Pharmaceutical,-124000000.0,,,,,272000000.0,124000000.0,,,,144000000.0,-151000000.0,,,,,,,,,,,,,28000000.0,,,-419000000.0,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-31,Teva Pharmaceutical,1184000000.0,,,,,266000000.0,119000000.0,,-147000000.0,,301000000.0,-576000000.0,,,,,,,,,,,,,28000000.0,,,433000000.0,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30,Teva Pharmaceutical,5000000.0,,,,,283000000.0,149000000.0,,,,184000000.0,-576000000.0,,,,,,,,,,,,,31000000.0,,,77000000.0,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30,Teva Pharmaceutical,324000000.0,,,,,300000000.0,119000000.0,,,,302000000.0,-55000000.0,,,,,,,,,,,,,30000000.0,,,-906000000.0,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-31,Teva Pharmaceutical,-145000000.0,,,,,304000000.0,139000000.0,,,,181000000.0,-706000000.0,,,,,,,,,,,,,32000000.0,,,-253000000.0,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,Teva Pharmaceutical,973000000.0,,,,,306000000.0,142000000.0,,-163000000.0,,170000000.0,-713000000.0,,,,,,,,,,,,,36000000.0,,,-1254000000.0,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-30,Teva Pharmaceutical,543000000.0,,,,,321000000.0,122000000.0,,-163000000.0,,147000000.0,-439000000.0,,,,,,,,,,,,,26000000.0,250000000.0,,58000000.0,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-30,Teva Pharmaceutical,123000000.0,,,,,358000000.0,127000000.0,,,,179000000.0,-338000000.0,,,,,,,,,,,,,39000000.0,-35000000.0,,-259000000.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-31,Teva Pharmaceutical,-49000000.0,,,,,323000000.0,157000000.0,,,,161000000.0,2000000.0,,,,,,,,,,,,,24000000.0,114000000.0,,-952000000.0,,,,,,,,,,,,,,,,,,,,,,,
