date,Open,High,Low,Close,adjusted_close,Volume,Company,Country,Ticker,__period__,company
2013-12-31 18:30:00,534.0,536.6500244140625,529.0,530.2000122070312,508.078125,120384,Glenmark Pharmaceuticals,India,GLENMARK.NS,2013-12-31,Glenmark Pharmaceuticals
2014-01-01 18:30:00,531.0,537.5999755859375,520.5,523.8499755859375,501.9930114746094,307590,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-01,Glenmark Pharmaceuticals
2014-01-02 18:30:00,520.1500244140625,527.4500122070312,510.5,514.5999755859375,493.12890625,455256,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-02,Glenmark Pharmaceuticals
2014-01-05 18:30:00,517.7000122070312,519.5999755859375,512.0,517.75,496.1474914550781,483003,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-05,Glenmark Pharmaceuticals
2014-01-06 18:30:00,516.2000122070312,522.75,507.7999877929688,514.2999877929688,492.8414611816406,624798,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-06,Glenmark Pharmaceuticals
2014-01-07 18:30:00,514.4500122070312,518.9000244140625,512.1500244140625,514.0499877929688,492.6018371582031,828040,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-07,Glenmark Pharmaceuticals
2014-01-08 18:30:00,515.0,517.8499755859375,509.2000122070312,513.9500122070312,492.5061340332031,1197523,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-08,Glenmark Pharmaceuticals
2014-01-09 18:30:00,515.5,515.5499877929688,512.4000244140625,514.5,493.0330810546875,829940,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-09,Glenmark Pharmaceuticals
2014-01-12 18:30:00,509.2999877929688,515.5,508.5,511.4500122070312,490.1103820800781,330782,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-12,Glenmark Pharmaceuticals
2014-01-13 18:30:00,510.0,512.5,502.0,503.3999938964844,482.3962097167969,227964,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-13,Glenmark Pharmaceuticals
2014-01-14 18:30:00,503.0499877929688,514.0,496.1000061035156,501.3500061035156,480.4317932128906,909940,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-14,Glenmark Pharmaceuticals
2014-01-15 18:30:00,502.0,507.2000122070312,500.1000061035156,504.25,483.2107238769531,443513,Glenmark Pharmaceuticals,India,GLENMARK.NS,2014-01-15,Glenmark Pharmaceuticals
