Date,Open,High,Low,Close,Volume,Company,Country,Ticker
2014-08-31,31.02,56.43,30.05,47.76,199757768,Marksans Pharma,India,MARKSANS.NS
2014-09-30,48.35,67.12,46.75,57.29,187451495,Marksans Pharma,India,MARKSANS.NS
2014-10-31,57.39,64.27,49.63,61.22,83217175,Marksans Pharma,India,MARKSANS.NS
2014-11-30,61.8,63.98,53.56,56.81,69025872,Marksans Pharma,India,MARKSANS.NS
2014-12-31,56.42,64.85,48.57,59.57,68705553,Marksans Pharma,India,MARKSANS.NS
2015-01-31,59.81,69.99,56.23,60.39,76292825,Marksans Pharma,India,MARKSANS.NS
2015-02-28,60.44,66.11,54.43,57.0,62838601,Marksans Pharma,India,MARKSANS.NS
2015-03-31,57.15,61.51,49.78,60.01,56642281,Marksans Pharma,India,MARKSANS.NS
2015-04-30,60.01,72.8,51.77,56.13,104802541,Marksans Pharma,India,MARKSANS.NS
2015-05-31,56.61,61.8,52.3,59.91,46718737,Marksans Pharma,India,MARKSANS.NS
2015-06-30,61.07,63.45,54.34,61.8,56316016,Marksans Pharma,India,MARKSANS.NS
2015-07-31,61.95,103.97,61.8,100.77,202341796,Marksans Pharma,India,MARKSANS.NS
2015-08-31,100.33,111.48,75.23,87.68,114462753,Marksans Pharma,India,MARKSANS.NS
2015-09-30,87.15,106.09,71.93,100.8,102510551,Marksans Pharma,India,MARKSANS.NS
2015-10-31,101.63,107.94,93.28,94.79,76226511,Marksans Pharma,India,MARKSANS.NS
2015-11-30,95.08,100.56,86.44,97.5,52816064,Marksans Pharma,India,MARKSANS.NS
2015-12-31,98.43,110.56,89.84,101.63,99297095,Marksans Pharma,India,MARKSANS.NS
2016-01-31,101.92,103.86,53.48,62.37,186432848,Marksans Pharma,India,MARKSANS.NS
2016-02-29,63.0,66.83,33.83,33.83,106755519,Marksans Pharma,India,MARKSANS.NS
2016-03-31,33.15,54.65,32.47,44.94,160261883,Marksans Pharma,India,MARKSANS.NS
2016-04-30,44.8,49.26,43.87,44.51,60210878,Marksans Pharma,India,MARKSANS.NS
2016-05-31,44.55,51.35,41.79,43.15,108802449,Marksans Pharma,India,MARKSANS.NS
2016-06-30,43.58,46.64,38.24,46.3,49414968,Marksans Pharma,India,MARKSANS.NS
2016-07-31,46.45,50.18,43.87,45.96,45901112,Marksans Pharma,India,MARKSANS.NS
2016-08-31,45.86,48.82,38.0,39.6,49993866,Marksans Pharma,India,MARKSANS.NS
2016-09-30,39.6,55.21,38.92,51.18,179810950,Marksans Pharma,India,MARKSANS.NS
2016-10-31,52.15,56.72,48.16,50.69,77425342,Marksans Pharma,India,MARKSANS.NS
2016-11-30,50.64,51.71,36.49,43.15,39425604,Marksans Pharma,India,MARKSANS.NS
2016-12-31,44.27,45.24,37.75,38.77,27904224,Marksans Pharma,India,MARKSANS.NS
2017-01-31,38.92,41.69,36.44,36.68,30287273,Marksans Pharma,India,MARKSANS.NS
2017-02-28,36.68,50.98,35.8,48.94,148887950,Marksans Pharma,India,MARKSANS.NS
2017-03-31,49.28,51.37,44.95,45.87,68644893,Marksans Pharma,India,MARKSANS.NS
2017-04-30,45.83,56.67,45.73,50.59,125428823,Marksans Pharma,India,MARKSANS.NS
2017-05-31,50.59,54.78,36.97,41.79,77824045,Marksans Pharma,India,MARKSANS.NS
2017-06-30,41.54,45.92,39.31,39.84,36092028,Marksans Pharma,India,MARKSANS.NS
2017-07-31,40.47,44.07,39.6,41.3,40587972,Marksans Pharma,India,MARKSANS.NS
2017-08-31,41.4,42.13,34.78,38.82,43085919,Marksans Pharma,India,MARKSANS.NS
2017-09-30,38.82,47.14,37.65,41.4,95054850,Marksans Pharma,India,MARKSANS.NS
2017-10-31,42.18,50.5,41.3,43.59,95616828,Marksans Pharma,India,MARKSANS.NS
2017-11-30,43.05,50.94,37.99,38.13,155150425,Marksans Pharma,India,MARKSANS.NS
2017-12-31,38.47,40.23,33.31,38.91,107499709,Marksans Pharma,India,MARKSANS.NS
2018-01-31,38.82,49.04,38.13,39.25,177423077,Marksans Pharma,India,MARKSANS.NS
2018-02-28,38.91,41.69,35.02,37.16,70218680,Marksans Pharma,India,MARKSANS.NS
2018-03-31,37.06,38.08,30.2,30.83,53894639,Marksans Pharma,India,MARKSANS.NS
2018-04-30,31.17,35.07,30.97,32.48,34142722,Marksans Pharma,India,MARKSANS.NS
2018-05-31,32.73,33.12,24.59,28.3,53492970,Marksans Pharma,India,MARKSANS.NS
2018-06-30,27.66,32.05,22.94,25.67,77465097,Marksans Pharma,India,MARKSANS.NS
2018-07-31,25.52,28.69,24.55,27.37,34719654,Marksans Pharma,India,MARKSANS.NS
2018-08-31,27.61,37.5,26.93,36.82,114934033,Marksans Pharma,India,MARKSANS.NS
2018-09-30,37.4,39.55,28.33,28.68,75133316,Marksans Pharma,India,MARKSANS.NS
2018-10-31,28.77,31.41,24.58,28.19,45202709,Marksans Pharma,India,MARKSANS.NS
2018-11-30,28.68,34.24,28.04,28.63,40510635,Marksans Pharma,India,MARKSANS.NS
2018-12-31,28.87,28.92,25.36,27.16,27682325,Marksans Pharma,India,MARKSANS.NS
2019-01-31,27.26,28.29,24.09,24.92,20530035,Marksans Pharma,India,MARKSANS.NS
2019-02-28,24.97,26.63,21.41,22.48,27325476,Marksans Pharma,India,MARKSANS.NS
2019-03-31,22.73,27.41,22.68,24.34,27103334,Marksans Pharma,India,MARKSANS.NS
2019-04-30,24.14,26.24,22.92,23.02,18552609,Marksans Pharma,India,MARKSANS.NS
2019-05-31,23.02,26.19,20.43,22.24,26692144,Marksans Pharma,India,MARKSANS.NS
2019-06-30,22.24,23.21,17.41,20.04,21129151,Marksans Pharma,India,MARKSANS.NS
2019-07-31,20.19,20.48,11.12,15.7,20799590,Marksans Pharma,India,MARKSANS.NS
2019-08-31,15.46,17.7,12.88,13.31,14590568,Marksans Pharma,India,MARKSANS.NS
2019-09-30,13.31,16.44,12.97,13.55,16270809,Marksans Pharma,India,MARKSANS.NS
2019-10-31,13.7,15.46,11.79,14.83,11709650,Marksans Pharma,India,MARKSANS.NS
2019-11-30,14.53,16.0,13.75,14.34,21469183,Marksans Pharma,India,MARKSANS.NS
2019-12-31,14.34,18.2,13.02,16.34,37941701,Marksans Pharma,India,MARKSANS.NS
2020-01-31,16.44,20.65,16.15,18.25,41680250,Marksans Pharma,India,MARKSANS.NS
2020-02-29,18.01,22.85,16.49,16.64,50104555,Marksans Pharma,India,MARKSANS.NS
2020-03-31,17.03,17.52,9.64,13.6,27988144,Marksans Pharma,India,MARKSANS.NS
2020-04-30,13.7,23.13,12.63,19.57,55956255,Marksans Pharma,India,MARKSANS.NS
2020-05-31,19.33,22.46,17.67,22.22,29762745,Marksans Pharma,India,MARKSANS.NS
2020-06-30,22.75,38.32,22.41,31.51,89638108,Marksans Pharma,India,MARKSANS.NS
2020-07-31,31.66,38.81,30.98,38.81,63088880,Marksans Pharma,India,MARKSANS.NS
2020-08-31,39.78,55.88,39.25,44.63,82053000,Marksans Pharma,India,MARKSANS.NS
2020-09-30,44.63,53.83,42.57,49.23,41670468,Marksans Pharma,India,MARKSANS.NS
2020-10-31,50.02,55.31,47.07,49.92,49578677,Marksans Pharma,India,MARKSANS.NS
2020-11-30,50.21,61.44,47.07,57.81,71548444,Marksans Pharma,India,MARKSANS.NS
2020-12-31,57.37,64.92,47.66,59.48,64448104,Marksans Pharma,India,MARKSANS.NS
2021-01-31,59.82,63.26,51.98,54.33,30271154,Marksans Pharma,India,MARKSANS.NS
2021-02-28,54.82,63.01,52.12,54.48,29489505,Marksans Pharma,India,MARKSANS.NS
2021-03-31,55.02,60.61,48.2,48.99,59351845,Marksans Pharma,India,MARKSANS.NS
2021-04-30,49.62,75.42,49.13,70.12,209740402,Marksans Pharma,India,MARKSANS.NS
2021-05-31,69.63,80.37,68.89,72.47,160865340,Marksans Pharma,India,MARKSANS.NS
2021-06-30,73.26,95.72,66.98,84.59,254432688,Marksans Pharma,India,MARKSANS.NS
2021-07-31,85.52,91.79,78.51,80.17,88933113,Marksans Pharma,India,MARKSANS.NS
2021-08-31,81.01,86.3,61.0,69.48,73400111,Marksans Pharma,India,MARKSANS.NS
2021-09-30,69.88,73.55,66.48,67.9,38555800,Marksans Pharma,India,MARKSANS.NS
2021-10-31,67.9,76.76,63.57,65.0,36699081,Marksans Pharma,India,MARKSANS.NS
2021-11-30,65.2,67.36,52.36,55.46,42376638,Marksans Pharma,India,MARKSANS.NS
2021-12-31,56.09,63.43,54.13,59.19,39454054,Marksans Pharma,India,MARKSANS.NS
2022-01-31,59.98,63.97,53.73,55.21,33689732,Marksans Pharma,India,MARKSANS.NS
2022-02-28,56.09,57.23,42.71,46.35,26718477,Marksans Pharma,India,MARKSANS.NS
2022-03-31,46.35,50.93,44.38,44.78,33249826,Marksans Pharma,India,MARKSANS.NS
2022-04-30,44.83,61.41,44.78,52.95,40737180,Marksans Pharma,India,MARKSANS.NS
2022-05-31,51.72,52.65,43.79,46.06,13969087,Marksans Pharma,India,MARKSANS.NS
2022-06-30,45.96,47.34,37.99,42.91,15406221,Marksans Pharma,India,MARKSANS.NS
2022-07-31,43.55,50.78,42.17,47.98,54702006,Marksans Pharma,India,MARKSANS.NS
2022-08-31,47.83,54.04,47.63,51.67,20402221,Marksans Pharma,India,MARKSANS.NS
2022-09-30,51.67,54.14,44.9,46.08,17631542,Marksans Pharma,India,MARKSANS.NS
