,31 de diciembre,Deterioro de participaciones,,31 de diciembre de 2023
,de 2022,Dotaciones,Reversiones,
Bertex Pharma GmbH,1.236 (378) 487 (406),,— —,858 81
Rovi Biotech sp.z.o.o.,,,,
