,153.003
Pasivos financieros a coste amortizado a corto plazo:,
- Préstamos con entidades de crédito (a),16.280
- Deudas con organismos oficiales (b),
- Deudas con empresas del grupo y asociadas a corto plazo (Nota 31 i),18.578
- Proveedores,
- Cuentas a pagar a partes vinculadas (Nota 31 i),
- Acreedores varios,
- Personal,
,250.276
,403.279
