,,A 31 de diciembre de,
,Nota,2023,2022
Importe neto de la cifra de negocios Variación de existencias de productos terminados y en curso de fabricación Aprovisionamientos,5 y 22,829.509 18.552 (359.641) 3.865 (122.807) (125.674) (24.331) — 781,817.698 38.883 (339.824) 2.856 (106.522) (136.482) (22.871) (2) 2.112
,23,,
,23,,
Trabajos efectuados por el Grupo para activos no corrientes,6 24 25 6 y 7 7,,
Gastos de personal Otros gastos de explotación Amortizaciones Pérdidas por deterioro de valor de activos no corrientes Imputación de subvenciones de inmovilizado no financiero y otras,,,
,27,,
RESULTADO DE EXPLOTACIÓN,,220.254,255.848
,,,
Ingresos financieros Gastos financieros Deterioro y resultado por valoración de instrumentos financieros Diferencias de cambio,,1.504 (948) (191) (86),1.770 (849) 1.820 (821)
RESULTADO FINANCIERO,,279,1.920
,,,
Participación en el resultado de negocios conjuntos y asociadas,10,(125),199
RESULTADO ANTES DE IMPUESTOS,,,
,,220.408,257.967
,,,
Impuesto sobre beneficios,28,(50.109),(58.302)
,,,
RESULTADO DEL EJERCICIO,,170.299,199.665
,,,
Atribuible a: - La sociedad dominante - Participaciones no dominantes,,,
,,170.335,199.669
,,(36),(4)
,,,
Ganancias por acción (básicas y diluidas) atribuibles a los accionistas de la Sociedad (en euros):,,,
- Básicas - Diluidas,29,"3,20","3,73"
,29,"3,20","3,73"
,,,
