,2023 2022,
Base de reparto,,
Resultado del ejercicio,12.071 39.116,
Resultados de ejercicios anteriores,47.547,30.770
,59.618 69.886,
Distribución,,
Dividendos,59.618,69.886
,59.618 69.886,
