Año,2025 2024,
2025 2026 2027 2028 2029,—,5.849
,6.359 3.697,
,5.640 3.099,3.015
,,2.927
,308 295 54 54 227 228,
2030,,
2031 en adelante No corrientes Corrientes,,
,15.687 16.065,
,9.328 10.216,
,6.359 5.849,
