,Miles de euros
,2016 2015
Compra de bienes: - Dependientes Recepción de servicios: - Dependientes - Administradores,53.673 52.572
,53.673 52.572
,8.752 5.549 24 24
,747 759
,9.523 6.332
,63.196 58.904
