,2024 2023,
Activos por impuestos diferidos:,,
– Activos por impuestos diferidos a recuperar en más de 12 meses,294 550 1.969 1.793,
– Activos por impuestos diferidos a recuperar en 12 meses,,
,2.263 2.343,
,,
Pasivos por impuestos diferidos:,,
– Pasivos por impuestos diferidos a cancelar en más de 12 meses,195 897 171 618,
– Pasivos por impuestos diferidos a cancelar en 12 meses,,
,366 1.515,
