,2018,2017
Receivables from related parties (Note 13):,,
– Directors,44,45
– Entities in which Mr Juan López-Belmonte López holds an interest,33,33
– Joint ventures (*),46,124
,123,202
Payables to related parties (Note 17):,,
– Key management,290,313
– Directors,"1,537","1,147"
– Joint ventures,100,120
– Entities in which Mr Juan López-Belmonte López holds an interest,323,355
,"2,250","1,935"
