,2018,2017
Non-current,,
a) Deferred revenues from distribution licences,-,835
b) Deferred revenues from grants,"3,621","4,170"
,"3,621","5,005"
Current,,
a) Deferred revenues from distribution licences,-,79
b) Deferred revenues from grants,553,486
,553,565
,"4,174","5,570"
