,Miles de euros,
,2024,
Pagos por inversiones:,,
- Empresas del grupo y asociadas (Nota 8),(25.997),
- Inmovilizado intangible (Nota 5),(2.651) (3.386),
- Inmovilizado material (Nota 6),,
,(32.034),
Cobros por desinversiones:,,
- Empresas del grupo y asociadas,3.772,57.929
- Otros activos financieros,81 18 111,
- Inmovilizado material e intangible (Nota 6),,
- Otros activos (Nota 24),,
,3.982,
