,Miles de euros,
,2022 2021,
Saldo inicial (neto de impuestos),2.111,
Aumentos/(Disminuciones) neto de impuestos,1.165 (1.582),699
Imputación al resultado (neto de impuestos),,
Saldo final (neto de impuestos),1.694,
