,,A 31 de diciembre de,
,Nota,2025,2024
PATRIMONIO NETO Patrimonio neto atribuido a la Sociedad dominante,15 15 16 16 16 16 16 16,,
,,664.415,572.028
Capital social Prima de emisión Reserva legal Acciones propias Resultados de ejercicios anteriores y reservas voluntarias Resultado del ejercicio Otro resultado global acumulado,,3.074 87.636 673 (5.174) 437.818 140.442 (54),3.074 87.636 673 (5.545) 349.332 136.881 (23)
Participaciones no dominantes Total patrimonio neto,,11.040,9.512
,,675.455,581.540
,,,
PASIVO Pasivos no corrientes,,,
Deuda financiera Pasivos por impuestos diferidos Otras cuentas a pagar a largo plazo Pasivos contractuales Ingresos diferidos,18 19 17 20 21,93.204 160 191 2.016 3.443,90.719 366 — 1.819 927
,,99.014,93.831
Pasivos corrientes,,,
Deuda financiera Proveedores y otras cuentas a pagar Pasivos por impuesto corriente Pasivos contractuales Ingresos diferidos,18 17 27 20 21,28.617 118.559 4.402 4.042 25.602,23.691 125.328 2.384 4.803 445
,,181.222,156.651
Total pasivo,,280.236,250.482
Total patrimonio neto y pasivo,,955.691,832.022
