,,INDIVIDUAL,,CONSOLIDATED,
,,CURRENT,PREVIOUS,CURRENT,PREVIOUS
,,PERIOD,PERIOD,PERIOD,PERIOD
AVERAGE NUMBER OF EMPLOYEES,2295,471,432,1.209,1.177
Men,2296,196,187,542,525
Women,2297,275,245,667,652
,,,,,
,,,,,
