,,INDIVIDUAL,,CONSOLIDADO,
,,PERIODO ACTUAL,PERIODO ANTERIOR,PERIODO ACTUAL,PERIODO ANTERIOR
PLANTILLA MEDIA,2295,415,437,1.126,1.102
Hombres,2296,183,199,508,504
Mujeres,2297,232,238,618,598
