,Bases Deducc. 30% imponibles pendientes amortiza. Provisio- negativas de aplicar 13 y 14 nes Otros Total,,,
Al 1 de enero de 2024,288 — 142 1.594 319 2.343,,,
(Cargo) / abono a la cuenta de resultados (Cargo) / abono a patrimonio neto,(56) — (142) 305 (187) (80),,,
,— — — — — —,,,
Al 31 de diciembre de 2024,232 — — 1.899 132 2.263,,,
(Cargo) / abono a la cuenta de resultados,(91) — — 391 604 904,,,
Variación de perímetro (Nota 1),0,32,— — —,32
(Cargo) / abono a patrimonio neto,— — — — — —,,,
Al 31 de diciembre de 2025,141 32 — 2.290 736 3.199,,,
