2. Parámetros y metas,,"E5-3: Metas relacionadas con el uso de los recursos y la economía circular E5-4: Entradas de recursos E5-5: Salidas de recursos E5-6: Efectos financieros previstos de las incidencias, los riesgos y las oportunidades relacionados con el uso de los recursos y la economía circular",NEIS E5 Uso de recursos y economía circular NEIS E5 Uso de recursos y economía circular NEIS E5 Uso de recursos y economía circular NEIS E5 Uso de recursos y economía circular,,98 99 100 106
"Información social - S1, S2, S4",,,,,
S1 - Personal propio,,,,,
