a.1) a.4) a.5) a.6) a.2.1) TOTAL Entity BBVA BBVA Santander Santander BEI,,,,
Face value,"20,000","10,000 4,000 6,000","5,000",
Interest rate 0.65% Fixed 0.90% Fixed 0.90% Fixed Eur12+0.70% Eur3+0.84%,,,,
