Pasivos por impuestos diferidos,"Subvenciones, donaciones y legados recibidos",Libertad de amortización,Otros,Total
Al 1 de enero de 2022,(699) (308) (3.271) (4.278),,,
Cargo / (abono) a resultados,—,58 (426) (368),,
Impuesto cargado a patrimonio neto,139,— —,,139
Al 31 de diciembre de 2022,(560) (250) (3.697) (4.507),,,
Cargo / (abono) a resultados,—,50 383,,433 (37)
Impuesto cargado a patrimonio neto,109,(9) (137),,
Al 31 de diciembre de 2023,(451) (209) (3.451) (4.111),,,
