,Note,Annual period ended 31 December,
,,2017,2016
Profit for the year,16,"18,673","29,932"
"Income and expenses credited or charged directly to the equity Measurement of financial instruments - Available-for-sale financial assets Grants, donations and legacies received Tax effect Transfers to profit and loss Grants, donations and legacies received Tax effect",11 17 21 17 21,286 1 381 (96) (700) (935) 235,"306 (1) 409 (102) (811) (1,082) 271"
TOTAL RECOGNIZED INCOME AND EXPENSES,,"18,259","29,427"
