,Thousand euros,
,2024,
Payments for investments,,
– Group and associated companies (Note 8),"(25,997) (2,651) (3,386)",
– Intangible assets (Note 5),,
"– Property, plant and equipment (Note 6)",,
,"(32,034)",
Amounts received for disinvestments,,
– Group and associated companies,"3,772","57,929"
– Other financial assets,81 18 111,
"– Property, plant and equipment and intangible assets (Note 6)",,
– Other assets (Note 24),,
Cash flows generated (used) in investing activities,"3,982",
