Denominación social de la parte vinculada,Breve descripción de la operación,Importe (miles de euros)
,"de un millón cincuenta mil (1.050.000) euros respectivamente, a un mismo tipo de interés anual del 2%, que han devengado en el ejercicio 2019 unos intereses de veintidós mil (22.000) euros.",
