,1 2 3 4 5 6 7 8 0,2019 2018 Var.,
TOTAL HOURS OF TRAINING BY PROFESSIONAL GROUP*,"0.0 740.6 3,684.9 5,358.6 10,231.2 3,727.8 4,237.2 61.2 122.4","28,163.9","24,057.9"
