,2020,,,,2019,,,,Variation Total,,,
,,Madrid,Alcalá de,,,Madrid,Alcalá de,,,Mad &,,
WASTE,Granada,,,Distribution,Granada,,,Distribution,Gr,,AH,Distr.
,,& SSRR,Henares,,,& SSRR,Henares,,,SSRR,,
,,,,,,,,,,,,
Tonnes of hazardous waste generated,"2,054.3",344.8,12.5,8.9,"1,910.2",236.1,120.0,15.0,8%,46%,-90%,-41%
Tonnes of non-hazardous waste generated,"2,335.4","2,434.3",565.0,0.3,"2,281.9",657.6,439.9,0.5,2%,270%,28%,-48%
WASTE,"4,389.7","2,779.1",577.5,9.2,"4,192.1",893.7,559.9,15.5,5%,211%,3%,-41%
Tonnes hazardous waste/million units,0.004,2.11,0.23,0.36,0.004,1.78,3.53,0.74,17%,18%,-93%,-51%
Tonnes non-hazardous waste/million units,0.005,14.89,10.46,0.01,0.004,4.97,12.94,0.02,11%,200%,-19%,-57%
Tonnes waste/million units,0.009,17.00,10.69,0.37,0.008,6.76,16.47,0.77,14%,152%,-35%,-51%
