DISTRIBUTION EMPLOYEES BY PROFESSIONAL GROUP / GENDER,Men Women,TOTAL
1 1 5 2 27 35 3 68 88 4 108 93 5 210 201 6 60 84 7 59 142 8 5 3 0 12 3 Subsidiaries 8 12,,6 62 156 201 411 144 201 8 15 20
TOTAL 558 666,,"1,224"
