OTHER EXTERNAL DIRECTORS,,,
"Identify the other external directors and state the reasons why these directors are considered neither proprietary nor independent, and detail their ties with the company or its management or shareholders",,,
,,"Company, director or",
Name of director,Reason,shareholder to whom the,Profile
,,director is related,
No data,,,
