,,31 December,
,Note,2021,2020
Profit for the year,,"153,077","61,057"
,,,
Items that may subsequently be reclassified to profit and loss,,1,—
+ Changes in value of equity securities,11,1,—
,,,
Other comprehensive income (net of taxes),,1,—
Total comprehensive income for the year,,"153,078","61,057"
