,,CURRENT,PREVIOUS
,,PERIOD,PERIOD
,,31/12/2017,31/12/2016
(+) Cash in hand and at bank,0550,35.526,37.008
(+) Other financial assets,0552,,
(-) Less: bank overdrafts repayable on demand,0553,,
TOTAL CASH AND CASH EQUIVALENTS AT END OF PERIOD,0600,35.526,37.008
