,2024,,2023,
,Fixed,Variable,Fixed,Variable
Mr Juan López-Belmonte Encina,849 616,,743 421,
Mr Javier López-Belmonte Encina,286 287,,248 224,
Mr Iván López-Belmonte Encina,281 286,,247 223,
,"1,416 1,189",,"1,238 868",
