,,A 31 de di,ciembre de
,Nota,2025,2024
Resultado del ejercicio,,140.364,136.876
,,,
Partidas que pueden reclasificarse con posterioridad al resultado,,(31),(2)
Diferencias de conversión Efecto impositivo,,(31),(2)
,,—,—
,,,
"Otro resultado global del ejercicio, neto de impuestos",,(31),(2)
Resultado global total del ejercicio,,140.333,136.874
Atribuible a: - Propietarios de la sociedad dominante,,,
,,,
,,140.411,136.879
- Participaciones no dominantes,,(78),(5)
