,,,,Miles de euros,
,2022,,,2021,
,Fijo,Variable,,Fijo,Variable
D. Juan López-Belmonte Encina,728 416 244 220 241 219,,,,
D. Javier López-Belmonte Encina,,,,,
D. Iván López-Belmonte Encina,,,,,
,1.213 855,,,,
