,2023 2022,
,Días,Días
Periodo medio de pago a proveedores Ratio de operaciones pagadas Ratio de operaciones pendientes de pago,55 54,
,,
,58 57 32 39,
,,
,2023 2022,
Total pagos realizados (miles de euros) Total pagos pendientes (miles de euros),597.378 570.562,
,77.505 99.415,
