"This agreement, which was approved at the meeting of the Council of Ministers held on 12 March 2024, falls within the"
"framework of the Vanguard Health Strategic Project for Economic Recovery and Transformation (PERTE), promoted by"
"the Spanish Government. This PERTE concerns the creation of a public-private investment vehicle to develop advanced,"
"innovative and/or emerging medicines, therapies and/or technologies. The goal is to favour the deployment of the"
technical and industrial capacities necessary to generate a high performance healthcare system intended to protect
health by providing an immediate and flexible response to healthcare challenges and favouring sustainability.
