,2022 2021
Costes de publicidad,19.993 12.713 12.782 11.881 40.151 24.192 10.527 7.764 7.184 4.987 3.470 839 5.296 5.707 37.079 25.419
Servicios profesionales independientes,
Suministros,
Gastos de transporte y almacenamiento,
Reparaciones y conservación,
Arrendamientos operativos,
Tributos,
Otros gastos de explotación,
,136.482 93.502
