,1 2 3 4 5 6 7 8 0,TOTAL
TOTAL H0URS OF TRAINING BY PROFESSIONAL GROUP *,"0.0 973.4 3,014.1 3,860.6 8,735.4 2,996.0 4,180.8 170.1 127.5",
