Cash and cash equivalents Rating 2019 2018,,
"A+ 184 - A 22,244 75,708 A- 41,451 18,176 BBB+ 214 179 BBB 2,532 1,329 BBB- 309 76 No rating 492 43 Total cash (Note 14) 67,426 95,511",,
Financial receivables,Rating 2019 2018,
A 65 65 Total financial receivables (Note 13) 65 65,,
,Rating 2019 2018,
A- 12 11 No rating 59 59,,
,,71 70
