,2024,2023
Basis of application,,
Profit for the year,"75,546 39,116",
Retained earnings,—,"30,770"
,"75,546 69,886",
Application,,
Dividends,"47,911","69,886"
Resultados de ejercicios anteriores,"27,635 —",
,"75,546 69,886",
