,2018,2017,
,,,2017
Non-listed securities:,,,
,,,
– Variable-income securities (equity securities),59,59,
,,,59
,59,59,
,,,59
,,,
,,,
,2018,2017,
,,,2017
Listed securities:,,,
,,,
,11,10,
,,,10
,11,10,
,,,10
