,2025 2024,
Impuesto corriente,(44.360) (42.593) 1.110 1.069 556 905,
Impuesto diferido (Nota 19),,
Ajuste gasto IS ejercicios anteriores,,
Retenciones soportadas en el extranjero,(205),(195)
,(42.899) (40.814),
