,Miles de euros
,2025
Compra de bienes:,
- Dependientes,202.285
,202.285
Recepción de servicios:,
- Dependientes,9.303 —
- Administradores,
- Entidades participadas por la familia López-Belmonte Encina,
,10.229
,212.514
