,2018,,2017,
,ECONOMIC GROUP,COMP. SECTOR,ECONOMIC GROUP,COMP. SECTOR
Total absolute absence rate Absolute absence rate WA & OD Absolute absence rate OI,2.25% 3.44% 0.16% 0.20% 2.09% 3.23%,,2.03% 3.20% 0.19% 0.22% 1.84% 2.98%,
