,Miles de euros
Efectivo y equivalentes de efectivo Rating 2016 2015,
A+ - 228 A 734 238 BBB+ 29.704 26.175 BBB 63 63 BBB- 6.428 - BB + 65 - BB 4 112 B- 10 76 Sin rating - 250 Total efectivo (Nota 13) 37.008 27.142,
Otros activos financieros a largo plazo Rating,2016 2015
BBB+ Otros Total Otros activos financieros a l/p (Nota 10),1.466 1.466 59 31
,1.525 1.497
