,30 June 2024,30 June 2023
,,
"Wages, salaries and other current benefits - Members of the Board of Directors - Key management Contributions to defined-contribution pension plans & life insurance premiums: - Key management",,
,"330 330 2,318 1,997",
,,
,9 7,
,,
,"2,657 2,334",
