,2024 2023,
Base de reparto,,
Resultado del ejercicio,75.546 39.116,
Resultados de ejercicios anteriores,—,30.770
,75.546 69.886,
Distribución,,
Dividendos,47.911,69.886
Resultados de ejercicios anteriores,27.635 —,
,75.546 69.886,
