,Attendance data,,,,
,,,,,
,,,% distance voting,,
,% physically,,,,
Date of General Meeting,,% present by proxy,,,Total
,present,,Electronic voting,Other,
,,,,,
,,,,,
29/05/2018,69.68,23.45,0.00,0.00,93.13
"Of which, floating capital",0.04,3.85,0.00,0.00,3.89
,,,,,
12/06/2019,63.13,25.70,0.00,1.39,90.22
"Of which, floating capital",0.02,10.04,0.00,1.39,11.45
,,,,,
20/10/2020,63.11,16.68,0.00,1.60,81.39
"Of which, floating capital",0.00,16.68,0.00,1.60,18.28
,,,,,
