G1-4: Casos de corrupción o soborno,158
G1-5: Influencia política y actividades de los grupos de presión,
,159
Anexos,
Anexo I. Información adicional,
Anexo II. Índice de contenidos Ley 11/2018 - NEIS,169
Anexo III. Plan Director,
